,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
3137,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,True,35,1309,74,43,All Levels,5.0,Web Development,2015,3,13,18,53
3138,Complete Python Web Course: Build 8 Python Web Apps,True,110,7489,941,173,All Levels,16.0,Web Development,2015,11,8,20,57
3139,Web Design for Beginners: Real World Coding in HTML & CSS,True,100,9103,1724,58,All Levels,9.0,Web Development,2014,9,22,23,58
3140,Ethereum Developer: Build A Decentralised Blockchain App,True,195,3169,527,38,All Levels,3.5,Web Development,2016,9,26,17,50
3141,The Complete Web Development Course -  Build 15 Projects,True,200,7501,1213,384,All Levels,76.5,Web Development,2015,11,9,22,1
3142,Angular 2 + Rails 5 Bootcamp,True,150,1967,372,60,Intermediate Level,9.0,Web Development,2016,11,15,19,0
3143,Javascript - From Beginner to Pro-Build real world JS apps,True,195,28694,688,77,Beginner Level,11.5,Web Development,2016,12,11,21,16
3144,Redux in Angular (2 and 4+),True,70,909,16,13,Intermediate Level,1.5,Web Development,2017,6,23,0,54
3145,The complete JavaScript developer: MEAN stack zero-to-hero,True,75,4820,983,53,All Levels,11.5,Web Development,2015,12,16,0,7
3146,Running a Web Development Business: The Complete Guide,True,150,24575,525,98,All Levels,19.5,Web Development,2015,8,26,19,25
3147,Projects In JavaScript & JQuery,True,60,9109,620,50,All Levels,9.0,Web Development,2014,10,16,9,56
3148,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,True,50,18818,407,80,All Levels,11.0,Web Development,2014,6,3,8,48
3149,"Full stack Universal React with Redux, Node js and MongoDB",True,195,1121,174,62,Intermediate Level,5.0,Web Development,2017,5,8,21,59
3150,Creating an MP3 Player with HTML5,True,20,14551,169,14,All Levels,1.5,Web Development,2013,1,31,13,44
3151,Be a Bootstrap Developer from scratch,True,100,5800,185,32,Beginner Level,3.5,Web Development,2015,7,20,20,38
3152,Create Your First Wordpress Site in Under an Hour,True,20,4867,128,12,Beginner Level,1.0,Web Development,2016,3,30,0,41
3153,Learn Coding as RF or Telecom Engineer - Build Real Program,True,25,1006,4,8,Beginner Level,2.0,Web Development,2017,6,22,16,28
3154,Creating FaceBook Design Using Bootstrap - Handson Project,True,80,4616,20,19,All Levels,2.0,Web Development,2016,12,6,23,46
3155,Building HTML5 Canvas projects from scratch,True,100,8968,35,25,Beginner Level,2.0,Web Development,2016,3,3,20,36
3156,Learn How To Become a Web Developer From Scratch,True,200,7062,72,172,Beginner Level,11.0,Web Development,2017,5,28,19,38
3157,"Earn Big Profits With Web Development, Simple and Easy!",True,90,3073,27,13,Beginner Level,1.5,Web Development,2017,1,18,22,48
3158,BDD with Ruby on Rails using RSpec 3 and Capybara,True,175,2706,179,103,All Levels,13.0,Web Development,2015,8,14,16,48
3159,Learn By Example: jQuery,True,50,1702,49,78,All Levels,7.0,Web Development,2016,9,19,21,27
3160,Professional Python Web Development Using Flask,True,120,3420,489,102,Beginner Level,14.5,Web Development,2015,3,4,0,10
3161,JavaScript HTML CSS Project make a Quiz Tutorial,True,95,7130,39,24,All Levels,2.0,Web Development,2015,8,18,18,37
3162,Voiceover Audio Secrets - Your Way to Top Audio Quality,True,195,918,8,39,Beginner Level,2.5,Web Development,2015,11,11,18,11
3163,jQuery UI In Depth,True,25,1520,21,52,All Levels,10.5,Web Development,2013,7,28,18,48
3164,Codeless Website Development with Adobe Muse,True,50,461,67,46,All Levels,3.5,Web Development,2015,2,25,18,29
3165,Learn To Build A Google Map App Using Angular 2,True,30,116,12,7,Beginner Level,1.0,Web Development,2016,11,21,15,7
3166,Learn Reactivex From Ground Up,True,40,207,32,32,Intermediate Level,5.0,Web Development,2016,9,22,14,56
3167,Learn HTML in 59 Minutes - Your intro to front-end dev,True,35,333,15,14,Beginner Level,1.0,Web Development,2015,7,14,21,37
3168,WordPress Theme Customization 101 (for beginners),True,40,305,40,9,Beginner Level,2.0,Web Development,2015,6,5,19,58
3169,Supercharging Development With Atom Text Editor,True,20,644,42,28,All Levels,1.5,Web Development,2015,9,2,18,52
3170,Master WCF 4.0 From Scratch Using C#,True,50,415,67,53,All Levels,7.0,Web Development,2015,11,23,21,5
3171,Drupal 7 for Beginners,True,35,926,102,37,All Levels,2.5,Web Development,2012,6,14,18,15
3172,Critical Web Dev Skills & Tools for the Non-Tech Hustler,False,0,3118,8,33,All Levels,1.5,Web Development,2016,12,20,22,39
3173,Install WordPress on Computer using XAMPP,False,0,4290,150,15,Beginner Level,0.6166666666666667,Web Development,2015,8,26,23,22
3174,Java Web Services Part 2,True,20,959,51,74,Intermediate Level,3.0,Web Development,2017,1,12,3,10
3175,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,True,195,55332,1225,144,All Levels,20.0,Web Development,2015,9,22,18,14
3176,Learn To Create WordPress Themes By Building 10 Projects,True,60,2273,384,91,All Levels,16.5,Web Development,2016,5,24,21,3
3177,The Complete NodeJS Course: Build a Full Business Rating App,True,195,17784,260,61,All Levels,12.5,Web Development,2017,2,13,17,18
3178,Master the MEAN Stack - Learn By Example,True,195,25799,382,42,Intermediate Level,4.5,Web Development,2016,1,3,23,24
3179,First Web Application with Spring Boot,True,40,2865,95,32,Beginner Level,4.0,Web Development,2017,1,27,16,45
3180,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,True,200,346,28,74,Beginner Level,8.5,Web Development,2017,6,21,18,15
3181,Backbone Tutorial: Learn Backbonejs from Scratch,True,90,4957,634,60,All Levels,5.5,Web Development,2014,10,27,7,29
3182,AngularJS Custom Directives with Dan Wahlin,True,75,4128,434,61,All Levels,6.0,Web Development,2015,2,21,1,54
3183,Angular 2+ with Typescript - Essential Training,True,195,29348,780,66,Beginner Level,3.0,Web Development,2016,11,29,4,8
3184,Learn Angular 2 from Beginner to Advanced,True,195,32696,526,67,Beginner Level,10.0,Web Development,2016,10,7,0,25
3185,Create an eCommerce Wordpress Website 2016 - New Divi Theme!,True,30,3503,123,41,Beginner Level,4.0,Web Development,2016,10,27,14,30
3186,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,True,195,2354,16,45,All Levels,4.0,Web Development,2016,8,12,15,50
3187,Learning Docker and Kubernetes by Lab,True,30,586,54,56,All Levels,5.0,Web Development,2017,2,13,23,31
3188,Projects in ExpressJS - Learn ExpressJs building 10 projects,True,50,1949,149,102,All Levels,15.5,Web Development,2015,9,15,0,7
3189,PHP For Beginners : Learn PHP From Scratch!,True,100,1825,17,58,All Levels,3.5,Web Development,2016,11,18,21,16
3190,Bootstrap 4.0 New Features: Build Responsive Website,True,40,2296,28,14,All Levels,1.5,Web Development,2016,6,16,20,34
3191,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,True,30,550,97,70,All Levels,9.0,Web Development,2016,12,14,15,35
3192,Professional RESTful API Design using Python Flask,True,120,578,25,36,Intermediate Level,4.5,Web Development,2017,1,11,21,15
3193,HTML5 APIs For JavaScript - A Course For Web Developers ,True,50,7706,62,45,All Levels,5.0,Web Development,2012,11,30,17,33
3194,Learn Python Django - A Hands-On Course,True,50,1339,21,18,Beginner Level,2.0,Web Development,2017,1,18,21,53
3195,Comprehensive JavaScript Programming,True,20,6760,84,27,All Levels,3.0,Web Development,2013,11,26,23,59
3196,Security for your WordPress site,True,85,1096,8,7,Beginner Level,0.6333333333333333,Web Development,2017,2,9,3,23
3197,Try Django 1.9 | Build a Blog and Learn Python's #1 Library,True,50,7407,172,147,All Levels,20.0,Web Development,2014,3,4,7,12
3198,Accelerated ES6 JavaScript Training,True,110,5811,850,114,Intermediate Level,6.0,Web Development,2016,7,12,18,22
3199,AWS Serverless APIs & Apps - A Complete Introduction,True,145,2145,166,136,All Levels,8.0,Web Development,2017,6,19,22,19
3200,Python and Django Full Stack Web Developer Bootcamp,True,200,11832,1883,191,All Levels,31.5,Web Development,2017,2,24,18,40
3201,The Complete Elixir and Phoenix Bootcamp,True,50,5279,1375,123,All Levels,14.5,Web Development,2016,10,27,22,44
3202,Build a Real-world App with ASP.NET Core and Angular 2 (4+),True,190,5332,828,160,Intermediate Level,10.5,Web Development,2017,3,27,21,58
3203,REST APIs with Flask and Python,True,110,5151,737,115,Intermediate Level,12.5,Web Development,2016,11,6,19,0
3204,Angular 4 (formerly Angular 2) - The Complete Guide,True,190,73783,19649,329,All Levels,22.0,Web Development,2016,2,11,7,29
3205,Build Websites from Scratch with HTML & CSS,True,145,51257,1955,77,Beginner Level,8.0,Web Development,2013,9,25,15,59
3206,PHP for Beginners -Become a PHP Master - Project Included,True,200,28880,4316,286,All Levels,30.5,Web Development,2015,2,14,0,54
3207,The Professional Ruby on Rails Developer,True,100,17334,676,96,All Levels,17.0,Web Development,2015,2,23,23,18
3208,The Complete Ruby on Rails Developer Course,True,195,33677,3809,283,All Levels,31.5,Web Development,2015,10,23,20,29
3209,Docker Technologies for DevOps and Developers,True,30,19210,3137,44,All Levels,3.0,Web Development,2016,8,29,19,2
3210,JavaScript programming: JavaScript for beginners,True,55,2215,223,74,Beginner Level,5.0,Web Development,2016,4,13,18,10
3211,JSON in Action: Build JSON-Based Applications,True,50,1322,171,37,All Levels,3.5,Web Development,2016,3,11,20,49
3212,Learn Ruby Programming The Easy Way,True,35,3485,22,19,All Levels,2.0,Web Development,2015,9,15,19,7
3213,Learn OAuth 2.0 - Get started as an API Security Expert,True,95,2185,283,45,All Levels,3.5,Web Development,2015,7,20,22,38
3214,AngularJS For .Net Developers From Scratch,True,50,2494,303,40,Intermediate Level,4.5,Web Development,2016,3,9,20,3
3215,"Jekyll: make fast, secure static sites and blogs with Jekyll",True,45,2091,86,29,Beginner Level,2.5,Web Development,2016,2,18,17,30
3216,HTML and CSS BootCamp for Beginners,True,30,1777,35,48,Beginner Level,6.5,Web Development,2017,1,20,22,20
3217,Hosting Django: Amazon Web Services (AWS) Fundamentals,True,45,2573,103,46,All Levels,5.5,Web Development,2015,10,19,21,30
3218,Angular Advanced MasterClass & FREE E-Book,True,150,228,9,72,Intermediate Level,6.5,Web Development,2017,7,3,21,59
3219,Learn Responsive Web Development from Scratch,False,0,59639,2692,24,All Levels,4.5,Web Development,2013,12,9,12,16
3220,Build WordPress Plugin to extend Beaver Builder,True,50,1705,26,17,Intermediate Level,2.0,Web Development,2016,7,4,23,13
3221,Coding Made Easy: A Beginners Guide To JavaScript,True,40,1950,33,16,Beginner Level,1.0,Web Development,2016,9,18,21,58
3222,The Complete Developers Guide to MongoDB,True,150,10945,1286,129,All Levels,13.5,Web Development,2016,11,15,1,25
3223,Electron for Desktop Apps: The Complete Developer's Guide,True,50,2606,241,77,Beginner Level,8.0,Web Development,2017,5,16,19,43
3224,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),True,190,17671,4675,329,All Levels,18.0,Web Development,2016,11,8,18,55
3225,"React JS, Angular & Vue JS - Quickstart & Comparison",True,160,2273,288,142,Beginner Level,8.0,Web Development,2017,5,9,20,37
3226,The Complete JavaScript Course: Build a Real-World Project,True,195,27801,4340,113,All Levels,17.5,Web Development,2016,10,14,22,52
3227,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,True,150,17297,3166,111,All Levels,8.5,Web Development,2016,5,2,23,9
3228,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,True,150,40070,8341,194,All Levels,9.5,Web Development,2016,3,3,20,17
3229,Meteor and React for Realtime Apps,True,140,6527,1384,111,All Levels,9.0,Web Development,2016,5,23,16,51
3230,The Web Developer Bootcamp,True,200,121584,27445,342,All Levels,43.0,Web Development,2015,11,2,21,13
3231,AngularJS JumpStart with Dan Wahlin,True,75,17802,2144,113,All Levels,10.0,Web Development,2014,3,24,17,31
3232,The Complete Web Developer Course 2.0,True,200,114512,22412,304,All Levels,30.5,Web Development,2016,3,8,22,28
3233,Ultimate Web Designer & Developer Course: Build 23 Projects!,True,200,33788,4434,246,All Levels,32.5,Web Development,2015,8,20,20,55
3234,ExpressJS Fundamentals,False,0,21245,914,9,Beginner Level,1.0,Web Development,2016,1,11,18,53
3235,REST WCF Service in ASP.NET,False,0,7905,561,5,All Levels,0.6833333333333333,Web Development,2016,6,8,17,28
3236,Projects in Node.js - Learn by Example,True,195,869,99,38,All Levels,5.0,Web Development,2016,4,24,18,29
3237,Building Data Visualizations with D3 and Angular 2,True,125,293,30,31,Beginner Level,3.5,Web Development,2017,2,23,14,19
3238,Learn Object Oriented PHP By Building a Complete Website,False,0,36322,2618,32,All Levels,4.5,Web Development,2016,3,1,17,38
3239,Web Programming Course : Asp.Net MVC,True,100,2760,76,26,All Levels,3.5,Web Development,2015,7,13,22,58
3240,Learn Spring Framework Practically - Hands On Recipies,True,145,522,50,48,All Levels,5.5,Web Development,2016,8,11,5,58
3241,One-stop Ruby on Rails: Build Web Applications from Scratch,True,145,1628,162,129,All Levels,18.5,Web Development,2015,1,13,6,40
3242,Learn what's new in PHP 7,False,0,12336,271,26,Intermediate Level,3.5,Web Development,2016,4,4,22,32
3243,Dive Into Docker: The Docker Course for Developers,False,0,6437,313,22,Beginner Level,1.5,Web Development,2017,4,14,22,57
3244,"Basic Concepts of Web Development, HTTP and Java Servlets",True,35,2797,59,10,Beginner Level,1.0,Web Development,2014,8,27,11,31
3245,The Most Comprehensive Web Development Course,True,200,333,22,353,All Levels,42.0,Web Development,2017,5,1,22,36
3246,Learn and Understand AngularJS,True,175,59361,11580,55,All Levels,7.0,Web Development,2014,9,24,0,57
3247,JavaScript: Understanding the Weird Parts,True,175,79612,16976,85,All Levels,11.5,Web Development,2015,3,12,23,19
3248,Webpack 2: The Complete Developer's Guide,True,75,8964,1893,56,All Levels,5.5,Web Development,2017,1,3,20,9
3249,Build Responsive Real World Websites with HTML5 and CSS3,True,195,43977,7106,77,All Levels,12.0,Web Development,2015,3,24,22,6
3250,ES6 Javascript: The Complete Developer's Guide,True,80,13010,2709,68,Beginner Level,6.5,Web Development,2016,7,12,15,29
3251,Learn and Understand NodeJS,True,195,58208,11123,98,All Levels,13.0,Web Development,2015,8,31,21,7
3252,Understanding TypeScript,True,110,9132,1560,137,All Levels,7.0,Web Development,2016,9,12,17,33
3253,Advanced React and Redux,True,140,21998,3326,119,Intermediate Level,12.0,Web Development,2016,3,12,22,13
3254,Modern React with Redux,True,180,50815,15117,150,All Levels,26.5,Web Development,2015,12,28,19,20
3255,Angular Styling & Animations (for Angular 2 and Angular 4),True,120,4138,307,107,Intermediate Level,6.0,Web Development,2017,3,28,0,1
3256,The Complete ASP.NET MVC 5 Course,True,190,20652,6357,138,All Levels,7.5,Web Development,2016,5,16,17,4
3257,GraphQL with React: The Complete Developers Guide,True,150,6412,987,114,Intermediate Level,13.0,Web Development,2017,2,14,22,55
3258,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",False,0,2464,17,9,All Levels,0.7333333333333333,Web Development,2017,3,7,15,40
3259,WordPress in under an hour - Create/manage your own website!,False,0,6474,86,15,All Levels,1.0,Web Development,2015,7,15,0,21
3260,Twitter Bootstrap 2 for Beginners,True,20,2388,139,12,Beginner Level,1.0,Web Development,2013,5,29,18,13
3261,Bootstrap Tutorial - Essentials From Basic to Advanced,True,195,1494,23,62,All Levels,7.5,Web Development,2015,11,29,22,38
3262,Create an Engaging Website with Twitter Bootstrap 2.x,True,20,1463,56,24,All Levels,1.0,Web Development,2012,6,18,17,6
3263,Javascript :basics for beginners,True,30,1057,22,12,Beginner Level,0.6166666666666667,Web Development,2016,8,29,17,1
3264,CSS Tutorial For Beginners: Style Your Wordpress Templates,True,35,1049,22,47,Beginner Level,3.5,Web Development,2016,1,27,20,44
3265,HTML5 And CSS3 - Build Modern Responsive Websites,True,175,109,17,69,All Levels,9.5,Web Development,2017,6,2,18,58
3266,PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,True,95,2073,24,16,All Levels,2.0,Web Development,2015,2,25,21,35
3267,Web Development: Make A Website That Will Sell For Thousands,True,50,1116,62,51,All Levels,7.5,Web Development,2013,9,3,0,8
3268,WordPress Basics to Business: Share and Sell your Expertise,True,50,1125,10,45,Beginner Level,3.5,Web Development,2016,4,7,21,6
3269,PHP Zend Framework 2:Creating a CRUD Application,True,40,802,6,9,All Levels,0.6333333333333333,Web Development,2016,11,25,1,33
3270,JavaScript Fundamentals,False,0,4409,71,100,All Levels,5.0,Web Development,2016,12,20,15,34
3271,Building a Website With Jekyll,True,20,686,19,21,All Levels,3.0,Web Development,2016,1,25,19,7
3272,Big Data and Apache Hadoop for Developers - Fundamentals,True,30,1154,89,9,Intermediate Level,3.0,Web Development,2013,12,10,9,14
3273,Wordpress Development : Create a Custom Wordpress Website,True,120,885,3,13,All Levels,1.5,Web Development,2015,9,13,18,32
3274,How to Make a Wordpress Website 2017,False,0,2437,137,10,Beginner Level,0.5666666666666667,Web Development,2016,6,7,0,2
3275,RESTful Services with ASP.NET Web API,True,85,716,59,34,All Levels,2.0,Web Development,2014,11,21,10,28
3276,Web Hosting Fundamentals,True,20,1867,19,8,All Levels,0.6166666666666667,Web Development,2013,12,8,7,15
3277,Learning Path: React: Make Stunning React Websites,True,200,91,5,53,Expert Level,6.5,Web Development,2017,4,18,16,49
