,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
482,Learn Financial Accounting Different,True,20,79,1,58,All Levels,6.0,Business Finance,2015,5,24,21,14
483,CFA Level I Workshop 4: Fixed Income and Equity,True,20,139,3,6,All Levels,1.5,Business Finance,2013,8,12,13,51
484,"IAS37 - Provisions, Contingents Liabilities & Assets",False,0,2247,53,29,All Levels,4.0,Business Finance,2014,6,30,8,58
485,What You Should Know to Become a Trader,True,125,17,2,14,All Levels,1.5,Business Finance,2016,9,29,5,13
486,Financial Reporting A Comprehensive Study,True,50,45,1,72,All Levels,8.0,Business Finance,2017,2,9,21,58
487,An Abundance Mindset: How to Craft Yours,True,50,33,4,40,Beginner Level,4.5,Business Finance,2016,1,22,21,45
488,Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND,True,120,54,11,12,All Levels,0.6,Business Finance,2016,12,5,17,1
489,How to Build a Massive Retirement Plan from Scratch!,True,200,1498,30,23,Beginner Level,2.0,Business Finance,2015,6,22,23,4
490,Financial modeling: Build a forward looking financial model,True,20,2317,44,22,All Levels,2.0,Business Finance,2015,5,5,17,47
491,Trading for Beginners - Entry Level,False,0,5077,256,16,Beginner Level,1.5,Business Finance,2016,10,3,22,21
492,Bitcoin or How I Learned to Stop Worrying and Love Crypto,False,0,65576,936,24,All Levels,8.0,Business Finance,2013,4,20,2,25
493,Trend Following Stocks: A Complete Trading System,True,95,1202,76,64,Expert Level,3.5,Business Finance,2015,3,23,17,3
494,Forex Basics,False,0,22344,712,26,Beginner Level,3.5,Business Finance,2013,10,16,17,40
495,Accounting Bank Reconciliation Statement (College Level),True,20,2189,4,16,All Levels,1.5,Business Finance,2015,5,25,19,46
496,Bitcoin - Ethereum: Trading -Watch me manage my own account!,True,165,431,58,22,All Levels,2.5,Business Finance,2016,11,12,4,22
497,FOREX : Learn Technical Analysis,True,200,1199,37,79,All Levels,18.0,Business Finance,2016,1,1,19,4
498,FastTrack to Stock Trading Strategies,True,25,5685,5,12,All Levels,3.5,Business Finance,2014,8,5,18,24
499,Algorithmic futures trading - Investing with no experience,True,195,1512,23,19,All Levels,1.5,Business Finance,2015,9,14,18,24
500,Succeed in Forex Even if You Don't Know Where to Start!,True,200,1806,38,211,Beginner Level,19.5,Business Finance,2015,6,19,22,16
501,Hedge Fund Accounting and Valuation,True,20,668,10,11,All Levels,0.5666666666666667,Business Finance,2016,4,28,16,39
502,"Binary, Forex, Stock and Bitcoin Trading Strategy",False,0,3757,70,14,All Levels,0.6166666666666667,Business Finance,2015,5,28,22,38
503,2 Easy Steps To Investment And Avoiding Traps,True,20,828,1,20,All Levels,1.0,Business Finance,2015,4,27,23,18
504,Ethereum Course for Investors,True,40,111,20,11,All Levels,1.0,Business Finance,2016,6,9,4,21
505,Using Xero for your bookkeeping needs  do beautiful business,True,95,39,6,28,Beginner Level,1.0,Business Finance,2017,2,27,16,33
506,Capital Market Immersion,True,195,613,33,142,All Levels,24.5,Business Finance,2014,2,25,15,43
507,Forex Trading :RSI Indicator-A Secret Weapon,True,95,57,13,14,All Levels,1.5,Business Finance,2016,12,21,14,44
508,"Trading Mindset, and Three Steps To Profitable Trading",True,20,246,8,24,Beginner Level,1.5,Business Finance,2015,11,2,20,13
509,Professional Bookkeeping & Accounting 4:Trial Balance & More,True,35,83,8,21,All Levels,1.0,Business Finance,2016,3,12,5,6
510,"Internal Controls - Design, Implementation and Monitoring",True,195,62,6,27,Beginner Level,6.5,Business Finance,2017,3,20,18,42
511,Forex online live trading system (Special Offer),True,200,31,8,34,All Levels,5.5,Business Finance,2016,11,7,14,51
512,Winning Options Trading System,True,105,367,11,24,All Levels,7.5,Business Finance,2013,10,9,21,12
513,Learn The ABC's Of Investing And Understanding True Financial Value,True,20,3,0,8,All Levels,1.5,Business Finance,2015,6,1,22,47
514,How to invest in Russian equity market,True,30,3,0,12,Intermediate Level,1.5,Business Finance,2015,9,15,18,28
515,Handle difficult questions the bank manager will ask you,True,20,2,0,12,All Levels,1.0,Business Finance,2015,9,4,20,3
516,Credit Control Procedures,True,20,3,0,6,All Levels,0.5666666666666667,Business Finance,2014,9,22,3,58
517,FMT: Forex Market Trader Certificate,True,20,1,0,27,All Levels,2.0,Business Finance,2016,3,17,17,43
518,Six Stage Negotiation,True,30,1,0,21,All Levels,2.5,Business Finance,2016,5,11,17,8
519,Financial Reporting - Fundamentals/Basics,True,20,2,0,28,Beginner Level,2.5,Business Finance,2014,11,8,2,53
520,Decide whether to Invest in a Business ,True,20,1,0,43,Beginner Level,1.0,Business Finance,2016,2,15,17,33
521,UK Tax Returns with HMRC,True,40,2,0,11,Beginner Level,1.0,Business Finance,2016,4,5,15,48
522,Financial Market Environment & Investment Strategies,True,105,1,0,25,All Levels,1.5,Business Finance,2017,6,20,2,29
523,How to Obtain a Business Loan,True,20,1,1,12,All Levels,0.5666666666666667,Business Finance,2015,11,17,19,17
524,Evolution and Features of ETFs,True,100,0,0,10,All Levels,0.7166666666666667,Business Finance,2017,4,3,22,17
525,Cost Accounting Operating Costing(Professional Course Level),True,20,731,2,8,All Levels,1.0,Business Finance,2015,4,24,0,21
526,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),True,200,66,12,19,All Levels,2.0,Business Finance,2017,5,1,19,56
527,"Day trading strategy for all level, with 72% success rate",True,95,51,9,15,All Levels,0.5333333333333333,Business Finance,2017,3,2,16,25
528,"Accounting, Finance and Banking - A Comprehensive Study",True,180,507,36,395,All Levels,33.0,Business Finance,2015,3,26,18,1
529,Advanced Technical Analysis PART1!,True,100,9,1,19,Intermediate Level,3.0,Business Finance,2017,6,27,22,0
530,Advanced Financial Management for CA / CS / CFA /CPA Exams,True,150,375,15,194,All Levels,24.5,Business Finance,2015,11,3,18,22
531,Learn the Foundations of Stocks and Options,True,50,80,18,63,Beginner Level,7.5,Business Finance,2016,8,11,21,18
532,Forex Trading Masterclass - Learn To Trade Better,True,200,152,7,30,All Levels,3.0,Business Finance,2016,10,9,21,19
533,Introduction to Accounting - Analyzing Financial Statements,True,60,37,15,12,Intermediate Level,1.0,Business Finance,2016,12,13,21,12
534,Credit Risk Analysis,True,20,194,24,19,Intermediate Level,3.5,Business Finance,2016,1,28,22,9
535,Fund Flow Analysis for CA / CFA / CPA Exams,True,25,1184,2,7,Intermediate Level,1.5,Business Finance,2014,11,28,11,43
536,Python for Trading & Investing,True,95,638,25,36,All Levels,5.0,Business Finance,2015,6,17,22,23
537,Stocks For Beginners - A Guide To Investing,True,20,64,15,14,Beginner Level,1.0,Business Finance,2015,7,17,19,16
538,Intro to Impact Investing,True,200,44,4,12,Beginner Level,0.5333333333333333,Business Finance,2016,11,8,17,2
539,Stock Market - Swing Trading Strategies for Wall Street,True,50,814,9,5,All Levels,1.0,Business Finance,2015,1,9,4,22
540,Essential Options: Strategies for Mastering the Stock Market,True,50,211,9,27,Intermediate Level,5.0,Business Finance,2013,3,6,5,28
541,The Day Trader: Learn to Trade The Stock Market and Forex,True,20,768,23,54,All Levels,10.5,Business Finance,2014,8,21,17,18
542,Introduction To The World Of Equity Finance,True,20,29,9,32,All Levels,2.0,Business Finance,2015,12,8,17,12
543,Stock Technical Analysis with Excel,True,50,156,16,41,All Levels,7.0,Business Finance,2016,4,28,18,22
544,Beginners Forex strategy,False,0,2144,47,20,Beginner Level,1.0,Business Finance,2016,3,18,15,7
545,Mortgage Backed Securities,True,50,376,29,21,All Levels,3.5,Business Finance,2014,3,13,12,47
546,The Complete Financial Model Builder Course-Build 7 Models,True,75,214,20,88,All Levels,9.0,Business Finance,2015,3,19,19,0
547,Fundamental Financial Math,True,50,406,13,15,All Levels,2.5,Business Finance,2014,3,4,19,36
548,Equity Swaps,True,50,394,25,18,All Levels,3.0,Business Finance,2014,3,13,22,12
549,Proven Methods In Trading Candlestick Patterns,True,75,438,10,22,All Levels,1.5,Business Finance,2016,2,12,23,44
550,Read financial statements as a stock investor,True,20,56,8,18,Beginner Level,2.0,Business Finance,2015,7,10,19,32
551,Investing: How to Fix Hidden Flaws Inside Your Portfolio,True,195,58,8,14,All Levels,1.0,Business Finance,2015,12,3,2,30
552,Certificate Program in Financial Accounting,True,50,1047,3,20,All Levels,4.5,Business Finance,2014,4,24,10,56
553,Trading Biotech Stocks - Understanding the Healthcare Sector,True,55,166,17,16,All Levels,1.5,Business Finance,2015,4,24,21,22
554,Indian Contract Act 1872: Must for all Finance Professionals,True,20,605,3,14,All Levels,1.0,Business Finance,2016,5,20,17,19
555,Fundraising Success: The Art & Science of Major Gifts,True,50,38,9,25,Intermediate Level,2.5,Business Finance,2016,5,27,17,16
556,Smart Trading Techniques for Safe & Consistent Weekly Result,True,100,46,11,24,Intermediate Level,2.5,Business Finance,2016,5,24,4,57
557,Technical Trading and Investing Made Easy,True,40,217,7,27,Intermediate Level,1.5,Business Finance,2014,12,24,22,46
558,Budgeting for Business,True,40,78,22,25,All Levels,2.5,Business Finance,2016,1,11,20,46
559,Complete Guide to Business Loans,True,30,35,4,35,Beginner Level,1.5,Business Finance,2015,12,4,5,11
560,Hot Trading Investing Strategy: ETF and Futures,True,50,80,10,13,All Levels,2.5,Business Finance,2014,12,8,7,7
561,Financial Management - A Complete Study,True,190,1941,128,527,All Levels,71.5,Business Finance,2014,12,22,16,57
562,MQL4 Programming for Traders: Build Robust Trading Robots!,True,195,1367,33,74,All Levels,7.0,Business Finance,2016,2,22,0,31
563,Ultimate Stock Market Investing: Learn How to Value Stocks,True,50,1519,40,46,All Levels,3.5,Business Finance,2015,11,3,0,9
564,Collection of Advanced Options concepts for Options traders,True,40,2025,34,9,Expert Level,1.0,Business Finance,2015,4,13,23,2
565,No Bull Investing: Investing 101 For Financial Freedom,True,100,1213,12,25,Beginner Level,6.5,Business Finance,2017,3,13,22,53
566,Financial Modeling - Build Your Own 3 Statement Projection,True,20,1092,48,13,Beginner Level,1.0,Business Finance,2016,7,5,20,58
567,Small Business Owners: Drive a Productive Business and Grow,True,20,5099,2,15,Beginner Level,3.0,Business Finance,2015,1,20,21,39
568,Successful Day Trading with Fibonacci,True,200,869,135,11,All Levels,2.0,Business Finance,2015,8,31,19,54
569,Short Straddles - Exploit Earnings Option Volatility Crush,True,60,59,8,7,Expert Level,0.5833333333333334,Business Finance,2017,5,24,14,45
570,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,False,0,10670,444,15,All Levels,1.0,Business Finance,2016,3,3,21,3
571,Technical Analysis 101: Ten Primary Candlestick Reversals,True,95,1741,85,84,All Levels,7.0,Business Finance,2014,10,5,16,9
572,Financial Analysis:  A Recipe for Success,False,0,19614,635,14,All Levels,1.5,Business Finance,2014,4,23,15,10
573,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",True,20,4,0,14,Beginner Level,3.5,Business Finance,2017,1,28,16,47
574,Intro to Financial Statement Audits,True,50,1,0,9,Intermediate Level,1.5,Business Finance,2017,6,29,18,9
575,"How to Get Growing, Passive Income from the Fortune 500!",True,25,4,0,12,All Levels,1.0,Business Finance,2017,1,19,16,7
576,Managing Budgets in the Public and Non Profit Sector,True,95,4,0,20,All Levels,2.0,Business Finance,2017,6,22,20,28
577,System of Asset Management for Professionals (SAMP),True,50,8,1,8,Expert Level,1.0,Business Finance,2015,9,25,21,59
578,How to invest in Forex Trading & add an additional income,True,50,8,2,14,All Levels,2.0,Business Finance,2015,11,21,20,47
579,Tax made simple for Limited Company Owners and Contractors,True,50,11,0,57,All Levels,3.0,Business Finance,2015,2,18,11,50
580,Introduction to the 8 Pillars for Accountants,True,20,18,0,33,Beginner Level,0.6166666666666667,Business Finance,2014,8,16,17,37
581,FX Trading for Beginners,True,20,16,0,22,All Levels,1.5,Business Finance,2013,12,1,4,10
582,Write a Successful Business Grant Proposal,True,20,6,0,23,Beginner Level,2.5,Business Finance,2016,7,10,17,11
583,A Guide To Trade Binary Options Like An Expert,True,55,4,0,21,All Levels,1.0,Business Finance,2016,7,18,21,48
584,Ratio analysis for bankers and credit analysts,True,20,1,0,13,Beginner Level,3.0,Business Finance,2017,4,12,16,55
585,Numbers for the  Business Plan,True,20,210,1,12,All Levels,1.5,Business Finance,2014,9,22,5,12
586,Dash Crypto Currency Technical and Trading Overview Bootcamp,True,20,4,1,14,All Levels,1.0,Business Finance,2017,6,19,21,59
587,1 - Concepts of Statistics For Beginners Step by Step,True,200,273,4,15,Beginner Level,0.5166666666666666,Business Finance,2015,8,30,22,48
588,4. Ordinary Simple Annuities: The Basics,True,20,237,1,17,All Levels,1.5,Business Finance,2014,1,31,22,27
589,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,False,0,368,3,69,All Levels,20.5,Business Finance,2017,4,25,15,2
590,Financial Risk Manager (FRM) Certification: Level II,True,50,86,7,87,All Levels,47.0,Business Finance,2013,7,24,3,18
591,Level 1 2014 CFA® Program – Corporate Finance,True,40,204,1,18,All Levels,3.0,Business Finance,2014,6,21,5,43
592,3. Compound Interest ,True,20,570,2,21,All Levels,2.0,Business Finance,2014,2,11,18,6
593,8. Amortization Schedules,True,20,225,1,5,All Levels,1.0,Business Finance,2014,3,19,18,30
594,Finance Fundamentals for Non Finance Leaders,True,20,37,7,15,All Levels,1.0,Business Finance,2015,8,4,21,56
595,Strategy layout and Backtesting,True,200,36,2,24,Expert Level,4.0,Business Finance,2016,9,21,19,36
596,Easy Forex and Futures Trading,True,100,218,5,66,All Levels,14.5,Business Finance,2013,12,31,1,22
597,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,True,20,50,18,13,Beginner Level,1.5,Business Finance,2014,12,16,3,10
598,Aprende a hacer paper trading (simulación) con Ninja Trader,True,25,148,3,15,Beginner Level,1.5,Business Finance,2013,11,15,17,53
599,Trading mit kleinen Konten - Grundlagen die du kennen musst,True,80,74,4,20,Beginner Level,3.5,Business Finance,2017,3,29,0,6
600,entiende la contabilidad y consigue un aumento de salario,True,20,260,18,17,Beginner Level,1.5,Business Finance,2015,9,23,15,25
601,Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,True,95,299,5,65,All Levels,2.5,Business Finance,2015,11,12,0,51
602,Trading Forex  - L'analyse des volumes,True,70,4,3,13,All Levels,2.0,Business Finance,2017,6,29,21,32
603,Disminuye deudas en tu hogar en menos de 30 días,True,20,65,3,15,Beginner Level,1.5,Business Finance,2015,5,19,22,25
604,CPA 10 COMPLETO,True,25,101,25,18,All Levels,5.0,Business Finance,2016,8,10,23,7
605,Trading Intradiario basado en Precio y Volumen,True,40,92,15,19,Intermediate Level,1.5,Business Finance,2015,2,18,23,28
606,Aprenda Cálculo Financeiro de Forma Simples,True,20,76,14,21,All Levels,2.0,Business Finance,2016,6,2,18,9
607,Wie funktionieren Bitcoin? Ein Einführungskurs.,True,20,14,4,14,Beginner Level,0.6166666666666667,Business Finance,2017,5,10,23,37
608,Estruturação Financeira,True,45,18,3,18,All Levels,3.5,Business Finance,2017,5,8,2,40
609,Five steps to becoming a winner in stock investing,True,20,21,1,28,All Levels,3.0,Business Finance,2015,11,6,19,5
610,Financial Accounting Plus Excel and SAP Crash Course.,True,20,18,2,11,Beginner Level,1.0,Business Finance,2016,5,23,17,3
611,Introduction to Financial Consolidation under IFRS,True,25,21,3,8,All Levels,1.5,Business Finance,2016,12,5,14,18
612,How to read a Profit & Loss Account and Balance Sheet,True,20,49,10,13,All Levels,2.0,Business Finance,2014,9,22,4,5
613,Learn Bookkeeping From Scratch,True,20,168,2,21,All Levels,3.0,Business Finance,2014,11,5,21,43
614,ACCA MA1 Management Information,True,50,16,1,48,Beginner Level,3.5,Business Finance,2015,8,24,23,33
615,Introduction to Bitcoin for Beginners,True,20,2,1,7,Beginner Level,0.5666666666666667,Business Finance,2017,4,28,0,3
616,Stock Trading: Ultimate Guide to swing trading stocks,True,200,336,6,13,All Levels,0.6833333333333333,Business Finance,2016,10,25,16,11
617,Bookkeeping Systems,True,20,20,1,9,All Levels,1.0,Business Finance,2014,9,22,5,16
618,Precious Metal Equities,True,20,28,1,8,All Levels,1.0,Business Finance,2013,5,26,14,14
619,Start Now: A Rescue Plan for Retirement Late Savers,True,150,11,1,15,All Levels,0.65,Business Finance,2016,11,19,3,30
620,Eu Funding: Module 2 - Introduction to Horizon 2020,True,20,11,1,6,Intermediate Level,1.0,Business Finance,2015,5,20,0,0
621,How I Make Money Writing About Stocks Online,True,195,360,24,12,Beginner Level,2.5,Business Finance,2015,12,18,2,55
622,Tradeonomics - Four Steps to Mastering Economic Indicators,True,20,1189,13,41,All Levels,4.0,Business Finance,2016,4,1,15,56
623,Improve Your Financial Literacy,False,0,9995,96,10,All Levels,2.0,Business Finance,2014,2,10,3,50
624,Forex Trading : Power Of Moving Averages,True,200,100,24,33,All Levels,4.0,Business Finance,2017,1,2,15,18
625,Demystifying Your Personal Tax Return,False,0,3426,27,14,Beginner Level,1.0,Business Finance,2015,11,25,18,2
626,Samuel and Co Trading - Stock & Forex Trading,True,50,592,109,24,All Levels,5.5,Business Finance,2014,2,10,18,12
627,Accounting Department's Tips & Tricks - Beginner to Advanced,True,95,1222,14,61,All Levels,6.0,Business Finance,2015,10,7,17,25
628,Certificate Program In Management Accounting,True,50,1532,7,24,All Levels,6.0,Business Finance,2014,4,24,9,48
629,How I Trade Forex Successfully,False,0,5768,109,12,All Levels,1.5,Business Finance,2015,11,13,17,28
630,Professional Trading With Institutional Supply & Demand,True,200,343,84,37,All Levels,5.5,Business Finance,2014,11,24,10,19
631,Master Calendar Spreads with this live trade on Gold (GLD),True,60,540,44,6,Expert Level,1.0,Business Finance,2013,3,2,14,3
632,Accounting 101: Guide to Business Accounting,True,50,2031,15,29,Beginner Level,14.5,Business Finance,2014,4,21,16,23
633,An Introduction to Financial Markets on Wall Street,True,30,7,1,29,All Levels,2.0,Business Finance,2017,4,28,0,8
634,Win 90% of Trades; Quantitative Investments Models in Excel,True,200,4,1,16,Beginner Level,1.5,Business Finance,2017,6,28,15,9
635,The Forex Pivot Points Trading Strategy,True,20,21,2,12,All Levels,2.0,Business Finance,2017,3,22,22,57
636,Your Business by the Numbers,True,25,29,2,42,All Levels,3.0,Business Finance,2013,9,26,14,16
637,Forex - Trade Gartley with Precision - Complete Strategy,True,20,50,1,23,All Levels,1.5,Business Finance,2016,7,29,16,49
638,Bitcoin & Ethereum Course (2 Course Bundle),True,200,1,0,52,All Levels,2.5,Business Finance,2017,7,5,19,6
639,Create Trading Robot Without Coding Skills!,True,145,5,0,13,All Levels,1.0,Business Finance,2017,6,16,5,29
640,Accounting and the Triple Bottom Line,True,30,6,2,19,Intermediate Level,0.55,Business Finance,2015,7,10,0,16
641,MQL5 - Beginner To Expert,True,45,16,1,16,Beginner Level,1.5,Business Finance,2017,4,6,21,39
642,How to be A High Performance Insurance Broker Part 2,True,40,70,3,15,All Levels,2.0,Business Finance,2014,4,6,16,50
643,"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",True,20,110,1,5,All Levels,1.0,Business Finance,2013,8,12,13,54
644,Xero Bookkeeping Course & Certification by Accounting Firm,True,20,7,3,15,Beginner Level,2.0,Business Finance,2017,2,13,23,21
645,Trading News Using Binary Options,True,145,1186,16,22,All Levels,1.5,Business Finance,2016,5,11,18,15
646,Trading Trends in ANY Market,True,30,632,49,22,All Levels,2.0,Business Finance,2015,10,4,18,43
647,Financial Statements Analysis: Learn to Invest Like a Pro!,True,50,1237,54,35,Beginner Level,2.5,Business Finance,2016,2,4,17,3
648,Contango VXX - ETF Options Trading - Double Your Investment,True,200,513,20,20,All Levels,1.0,Business Finance,2016,10,6,15,10
649,Mergers and Acquisitions M&A Essentials You Need to Know,True,95,4103,19,15,Beginner Level,1.0,Business Finance,2013,11,13,11,8
650,TRADING MARKET MAP,True,45,1489,32,27,All Levels,3.5,Business Finance,2015,7,1,16,25
651,How To Confidently Join The Bitcoin Revolution,True,45,547,98,53,Beginner Level,7.0,Business Finance,2016,1,14,23,3
652,High Probability Trading Across Any Market: Stocks & Forex,True,95,353,27,105,All Levels,18.5,Business Finance,2016,12,1,17,36
653,Option Trading for Rookies: Make & Manage Profitable Trades,True,95,507,19,59,All Levels,2.0,Business Finance,2016,9,2,22,19
654,Your First Successful Forex Trades - With Case Studies,True,200,1079,34,16,All Levels,2.5,Business Finance,2015,5,26,20,48
655,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,True,180,3667,4,460,All Levels,43.5,Business Finance,2014,12,6,16,34
656,"High-Frequency Trading #1: Basics, History & Strategies",True,50,2222,24,11,All Levels,0.6,Business Finance,2015,9,28,18,51
657,Financial Accounting - The Ultimate Beginner Course,True,100,9,2,101,Beginner Level,10.0,Business Finance,2017,4,6,0,39
658,Level 1 2014 CFA® Program – Derivatives,True,40,225,2,17,All Levels,2.5,Business Finance,2014,9,3,7,58
659,The Complete Investing Guide: How to Beat Wall Street,True,50,13,3,25,All Levels,5.5,Business Finance,2016,6,14,19,11
660,"Bitcoins - Past, Present, Future",True,20,373,3,14,Beginner Level,1.5,Business Finance,2014,4,23,2,27
661,Learn Accounting by Specific Examples - Part 1,True,50,306,0,5,All Levels,0.6333333333333333,Business Finance,2014,11,28,5,56
662,Forex: Presentation and  Analysis (Fundamental & Technical),True,50,14,3,22,Beginner Level,1.5,Business Finance,2016,1,16,2,52
663,Year-end QuickBooks Procedures,True,20,51,2,10,Beginner Level,2.0,Business Finance,2015,2,19,22,8
664,Price Action Gap Trading Strategies,True,20,13,2,5,Intermediate Level,1.0,Business Finance,2016,12,31,2,59
665,How to start a successful career in finance?,False,0,1318,7,27,All Levels,2.0,Business Finance,2016,8,24,18,29
666,Level 1 2014 CFA® Program – Equity Investments,True,40,347,0,24,All Levels,4.5,Business Finance,2015,1,30,8,19
667,Wealth Management,True,30,274,1,21,All Levels,3.5,Business Finance,2014,12,17,14,24
668,Basics of Private Equity,True,60,9,2,6,Intermediate Level,0.6666666666666666,Business Finance,2017,5,9,22,19
669,Curso Completo del Mercado FOREX,True,200,359,86,50,All Levels,5.5,Business Finance,2015,11,18,0,8
670,Como Investir em Ações para Iniciantes,False,0,6024,890,18,All Levels,1.0,Business Finance,2014,4,11,22,3
671,Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,True,130,315,49,41,All Levels,5.0,Business Finance,2016,1,22,18,47
672,６時間でインターバンク市場を攻略！最短距離でトレード基礎力,True,35,280,40,54,All Levels,4.0,Business Finance,2015,11,10,0,22
673,Matemática Financeira de um jeito fácil,True,95,401,67,20,All Levels,1.5,Business Finance,2013,7,23,20,45
674,ビットコイン生態系｜既存通貨が主役をやめる日,True,20,701,55,16,Beginner Level,1.5,Business Finance,2014,6,23,2,24
675,Trading Forex - Trader avec les figures harmoniques,True,90,57,11,23,Beginner Level,2.0,Business Finance,2017,3,31,22,44
676,Введение в Финансовую Инженерию,True,50,205,20,20,Beginner Level,5.0,Business Finance,2016,11,20,22,34
677,Aprenda a Investir no Tesouro Direto Passo a Passo,True,35,62,10,19,All Levels,1.0,Business Finance,2017,4,25,7,6
678,資産運用の基礎を学ぶファイナンス入門,True,20,114,13,52,Beginner Level,4.0,Business Finance,2016,7,7,18,16
679,Aprende a invertir y deja que tu dinero trabaje para ti,True,145,789,68,95,All Levels,14.0,Business Finance,2014,3,3,9,52
680,Buchführung lernen leicht gemacht,True,40,446,39,70,Beginner Level,5.0,Business Finance,2016,6,13,19,7
681,Day Trading: High ROI Day Trading ,True,150,17,2,51,Intermediate Level,6.5,Business Finance,2015,7,29,19,8
682,Flow Management and Forecasting,True,20,16,2,10,All Levels,1.0,Business Finance,2014,9,22,4,57
683,An Introduction to Management of Portfolios (MoP),True,20,117,15,6,Beginner Level,1.5,Business Finance,2014,3,6,9,12
684,CFA Level I Workshop 1: Ethics and Quantitative Methods,True,20,147,4,5,All Levels,1.0,Business Finance,2013,8,12,13,21
685,Accounting Basics 101 for Understanding Business,True,20,7,2,18,All Levels,1.0,Business Finance,2016,1,7,17,48
686,Mortgage Acceleration,True,20,247,2,17,All Levels,1.5,Business Finance,2015,8,21,18,36
687,Stock Market for Beginners. Learn to trade,True,35,143,15,42,All Levels,3.5,Business Finance,2013,10,3,17,44
688,CFA Corporate Finance Level 1 (Part 1),True,180,621,1,107,All Levels,14.5,Business Finance,2014,12,6,7,44
689,Trading Tips from Hedge Fund Manager,True,50,6,2,32,All Levels,1.0,Business Finance,2015,7,22,20,56
690,Effective Debt Collection Strategies,True,40,5,2,16,Intermediate Level,1.5,Business Finance,2015,11,30,22,38
691,IAS 1-Presentation of Financial Statements ,False,0,2674,81,8,All Levels,1.0,Business Finance,2014,10,3,12,31
692,Stock Trading Strategies Using a D.A.R.T.,True,20,227,3,5,All Levels,1.0,Business Finance,2015,5,26,17,15
693,Capital Structuring Techiques for CA / CFA / CPA Exams,True,125,4480,12,50,Intermediate Level,7.0,Business Finance,2014,12,5,9,23
694,The Complete Guide to Forex Trading,True,20,1329,12,33,All Levels,5.0,Business Finance,2017,2,5,16,14
695,Learn How to Trade Binary Options Professionally,False,0,5144,169,7,All Levels,1.0,Business Finance,2017,2,3,22,15
696,Learn How to Start Small and Make It Big In Small-Cap Stocks,True,50,2635,13,29,Beginner Level,2.0,Business Finance,2016,2,8,16,30
697,Trading strategies with common sense technical analysis,True,75,1750,71,29,All Levels,3.0,Business Finance,2015,7,19,17,41
698,Startup Business: How To Raise Seed Capital,True,95,3360,12,34,All Levels,3.0,Business Finance,2015,3,15,20,29
699,Business Economics - Basics (College Level),True,50,3425,10,50,All Levels,4.0,Business Finance,2015,9,16,18,29
700,Technical Analysis 101: Master the Basics of Trading,True,95,2688,61,50,All Levels,2.0,Business Finance,2015,5,13,22,54
701,Investing in Stocks? Master The Art of Covered Calls Selling,True,80,1095,17,35,All Levels,3.0,Business Finance,2016,7,28,0,32
702,How to Trade Binary Options Effectively – All Levels,True,195,1680,39,17,All Levels,1.0,Business Finance,2016,1,27,17,51
703,Stock Market: The Zero Risk Way of Investing,True,25,2046,14,8,Beginner Level,0.6333333333333333,Business Finance,2016,3,18,15,51
704,Forex Trading using professional indicators by TOP traders,True,200,1699,40,28,All Levels,3.5,Business Finance,2015,7,7,20,37
705,Corporate Finance 101: Equity Valuation,True,50,1071,14,50,All Levels,6.0,Business Finance,2016,3,29,19,40
706,Trading Strategies: Find The Trading Strategy That Fits You,True,20,1037,3,12,All Levels,2.0,Business Finance,2015,12,29,17,15
707,Forex Trading - Learn An Effective Forex Trading Strategy,True,95,223,34,16,All Levels,1.5,Business Finance,2016,12,14,22,45
708,Navigate the 10-K and Other Financial Reports,True,40,653,55,20,All Levels,2.5,Business Finance,2014,11,8,18,50
709,From 0 to 1: Investments and Portfolio Theory,True,50,230,0,22,Beginner Level,4.5,Business Finance,2017,5,1,23,42
710,Bitcoin - The Complete Guide,True,20,2281,12,24,All Levels,5.5,Business Finance,2014,7,4,0,45
711,Professional Trader's Mindset - Complete Forex Course,True,50,4702,17,6,All Levels,1.0,Business Finance,2013,6,7,17,7
712,Bitcoin Peer Investing: How To Generate Double Digit Returns,True,25,366,45,41,All Levels,2.5,Business Finance,2016,1,24,23,9
713,Forex Breakout Profits: The Definitive Guide,True,25,521,60,27,All Levels,2.5,Business Finance,2014,11,30,19,52
714,Learn to Trade With Fibonacci Tools,True,30,252,45,30,Intermediate Level,4.0,Business Finance,2016,8,17,20,24
715,"Investing Internationally into Real Estate, Stocks and Bonds",True,200,1101,14,37,All Levels,2.0,Business Finance,2016,1,27,18,40
716,From 0 to 1: Bond Theory and Valuation,True,50,223,2,29,Beginner Level,4.0,Business Finance,2017,5,2,5,53
717,Stock Market Mastery,True,20,135,2,25,All Levels,7.5,Business Finance,2014,6,8,14,46
